CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male
15634602,-0.32204199422590885,0.19270697348422744,-0.6965600253822308,-1.2258476714090278,1,1,1,0.021886493995386117,1,False,False,False
15647311,-0.43512720046250114,0.12765161817930973,-0.9252552861945728,0.11735002143511059,1,0,1,0.21653375188734025,0,False,True,False
15619304,-1.5248573696514818,-2.409507238712481,0.6756115394918204,1.3330533457228904,3,1,0,0.24068690006348814,1,False,False,False
15701354,0.5003958693129443,-0.0024590924305257053,-0.9252552861945728,-1.2258476714090278,2,0,0,-0.10891791702847127,0,False,False,False
15737888,2.05274733674253,0.2577623287891452,-0.6965600253822308,0.7857278997960591,1,1,1,-0.36527578251440274,0,False,True,False
15574012,-0.054749688575781545,0.32281768409406286,0.6756115394918204,0.5973285944410414,2,1,0,0.8636502870218095,1,False,True,True
15592531,1.7648940845039311,0.7131498159235692,0.44691627867947853,-1.2258476714090278,2,1,1,-1.5654872211931183,0,False,False,True
15656148,-2.8201970047251756,-0.6530126454797028,-0.2391695037575471,0.6180189508533646,4,1,0,0.33485372981012046,1,False,False,True
15792365,-1.5351378429457174,0.32281768409406286,-0.2391695037575471,1.0508202865849028,2,0,1,-0.4373288460949081,0,False,False,True
15592389,0.3461887698994094,-0.7831233560895383,-0.6965600253822308,0.9314633619936777,1,1,1,-0.49323048409247083,0,False,False,True
15767821,-1.2575650640013545,-0.5229019348698675,0.21822101786713666,0.409185402285092,2,0,0,-0.34619970089236274,0,False,False,True
15737173,-1.57625973612266,-0.9782894220042915,-0.46786476456988896,-1.2258476714090278,2,1,0,-0.412123315592307,0,False,True,True
15632264,-1.792149675301609,-0.32773586895511425,1.1330020611165041,-1.2258476714090278,2,1,0,-1.283817056739873,0,False,False,False
15691483,-1.0416751248224054,-0.9132340666993737,-0.010474242945205221,-1.2258476714090278,2,0,0,1.5783569986897874,0,False,False,False
15600882,-0.1575544215181382,-0.26268051365019657,0.44691627867947853,-1.2258476714090278,2,1,1,-0.5936359656444845,0,False,True,False
15643966,-0.35288341410861584,0.3878730393989806,-0.46786476456988896,1.0681029591182611,2,0,1,-0.6218824846013182,0,True,False,True
15737452,0.027494097778103774,72.79448349377239,-0.9252552861945728,0.8993931172292712,1,1,0,-1.651825870574206,1,True,False,True
15788218,-1.0416751248224054,-0.9782894220042915,0.9043068003041623,-1.2258476714090278,2,1,1,-1.4899561835690913,0,False,True,False
15661507,-0.6510171396414501,0.3878730393989806,0.21822101786713666,-1.2258476714090278,1,0,0,1.0189010247747559,0,False,True,True
15568982,0.7779686482573074,-0.9782894220042915,0.21822101786713666,-1.2258476714090278,2,1,1,-0.7888730584424746,0,False,False,False
15577657,0.8396514880227214,0.12765161817930973,0.6756115394918204,-1.2258476714090278,2,1,1,1.2310704831801604,0,False,False,True
15597945,-0.14727394822390252,-0.45784657956494973,0.6756115394918204,-1.2258476714090278,2,1,0,0.6688717421740601,0,False,True,False
15699309,-1.4426135832975964,6.438021082756327,-0.2391695037575471,-1.2258476714090278,1,1,0,0.32731820632749364,1,False,True,False
15725737,0.19198167048587442,0.4529283947038983,75.00157130350293,-1.2258476714090278,2,0,1,-1.5928757668520803,0,False,False,True
15625047,2.0116254435655874,-0.06751444773544342,-0.010474242945205221,-1.2258476714090278,1,1,1,1.5219882921316075,0,False,False,False
15738191,-0.7538218725838068,-0.9132340666993737,-0.46786476456988896,-1.2258476714090278,2,0,1,0.42460549226186645,0,False,False,True
15736816,1.0863828470843773,-0.19762515834527886,-0.6965600253822308,0.9669114802146295,1,1,1,1.2163903409521621,0,True,False,True
15700772,-0.8155047123492208,0.32281768409406286,0.9043068003041623,-1.2258476714090278,2,0,0,-1.0721517054667205,0,False,False,True
15728693,-0.7846632924665138,0.2577623287891452,-0.46786476456988896,1.0395750259469725,1,1,1,0.001690039053891126,0,True,False,False
15656300,-2.460380439426927,-0.6530126454797028,-1.1539505470069147,-0.2690746311079832,2,1,1,-0.8104496783748915,0,False,False,True
15589475,-0.6098952464645074,-0.0024590924305257053,-0.46786476456988896,-1.2258476714090278,3,1,0,0.7021528985231289,1,False,True,False
15706552,-1.206162697530176,-0.19762515834527886,0.44691627867947853,0.14145222877469335,1,0,1,0.9849420451757676,0,False,False,True
15750181,-1.0005532316454628,0.12765161817930973,0.9043068003041623,0.5389379904752859,2,0,0,-0.31633078816391447,0,True,False,True
